repo_name,action,issue_number,title,url,state,labels,created_at
pvlib/pvlib-python,opened,2366,Intro tutorial: different results for Procedural and Object oriented examples,https://github.com/pvlib/pvlib-python/issues/2366,open,"[{""id"":177800477,""node_id"":""MDU6TGFiZWwxNzc4MDA0Nzc="",""url"":""https://api.github.com/repos/pvlib/pvlib-python/labels/bug"",""name"":""bug"",""color"":""fc2929"",""default"":true,""description"":null},{""id"":186016142,""node_id"":""MDU6TGFiZWwxODYwMTYxNDI="",""url"":""https://api.github.com/repos/pvlib/pvlib-python/labels/documentation"",""name"":""documentation"",""color"":""bfe5bf"",""default"":true,""description"":null},{""id"":286475252,""node_id"":""MDU6TGFiZWwyODY0NzUyNTI="",""url"":""https://api.github.com/repos/pvlib/pvlib-python/labels/easy"",""name"":""easy"",""color"":""006b75"",""default"":false,""description"":null},{""id"":961364188,""node_id"":""MDU6TGFiZWw5NjEzNjQxODg="",""url"":""https://api.github.com/repos/pvlib/pvlib-python/labels/good%20first%20issue"",""name"":""good first issue"",""color"":""97f4ee"",""default"":true,""description"":""""}]",2025-01-23 23:41:39.000000 UTC
invertase/react-native-google-mobile-ads,opened,699,[🐛] Android build failed,https://github.com/invertase/react-native-google-mobile-ads/issues/699,open,"[{""id"":2931085337,""node_id"":""MDU6TGFiZWwyOTMxMDg1MzM3"",""url"":""https://api.github.com/repos/invertase/react-native-google-mobile-ads/labels/help%20wanted"",""name"":""help wanted"",""color"":""008672"",""default"":true,""description"":""Extra attention is needed""}]",2025-01-23 23:41:32.000000 UTC
BDadmehr0/Yadgah,opened,34,Feature: View Count,https://github.com/BDadmehr0/Yadgah/issues/34,open,"[{""id"":7974154342,""node_id"":""LA_kwDONnF6V88AAAAB20vwZg"",""url"":""https://api.github.com/repos/BDadmehr0/Yadgah/labels/enhancement"",""name"":""enhancement"",""color"":""a2eeef"",""default"":true,""description"":""New feature or request""},{""id"":7974154356,""node_id"":""LA_kwDONnF6V88AAAAB20vwdA"",""url"":""https://api.github.com/repos/BDadmehr0/Yadgah/labels/good%20first%20issue"",""name"":""good first issue"",""color"":""7057ff"",""default"":true,""description"":""Good for newcomers""}]",2025-01-23 23:41:01.000000 UTC
fringe4life/bbc-grid-project,opened,1,Better Commenting for readability,https://github.com/fringe4life/bbc-grid-project/issues/1,open,"[{""id"":7925401635,""node_id"":""LA_kwDONh9irM8AAAAB2GQIIw"",""url"":""https://api.github.com/repos/fringe4life/bbc-grid-project/labels/good%20first%20issue"",""name"":""good first issue"",""color"":""7057ff"",""default"":true,""description"":""Good for newcomers""}]",2025-01-23 23:40:00.000000 UTC
NoshonNetworks/landver,opened,279,Land registry indexer crashes,https://github.com/NoshonNetworks/landver/issues/279,open,"[{""id"":7454130959,""node_id"":""LA_kwDOMwjSqs8AAAABvE0DDw"",""url"":""https://api.github.com/repos/NoshonNetworks/landver/labels/bug"",""name"":""bug"",""color"":""d73a4a"",""default"":true,""description"":""Something isn't working""},{""id"":7454130985,""node_id"":""LA_kwDOMwjSqs8AAAABvE0DKQ"",""url"":""https://api.github.com/repos/NoshonNetworks/landver/labels/help%20wanted"",""name"":""help wanted"",""color"":""008672"",""default"":true,""description"":""Extra attention is needed""},{""id"":7651043962,""node_id"":""LA_kwDOMwjSqs8AAAAByAmqeg"",""url"":""https://api.github.com/repos/NoshonNetworks/landver/labels/Urgent"",""name"":""Urgent"",""color"":""BC3A6F"",""default"":false,""description"":""""}]",2025-01-23 23:32:49.000000 UTC
Fontercoder/my-react-portfolio,opened,1,Arriving monsters,https://github.com/Fontercoder/my-react-portfolio/issues/1,open,"[{""id"":7862891385,""node_id"":""LA_kwDONbaTrs8AAAAB1KozeQ"",""url"":""https://api.github.com/repos/Fontercoder/my-react-portfolio/labels/help%20wanted"",""name"":""help wanted"",""color"":""008672"",""default"":true,""description"":""Extra attention is needed""}]",2025-01-23 23:31:08.000000 UTC
adlered/CSDNGreener,opened,290,在CSDN页面中进行复制，还是会跳出登录框。,https://github.com/adlered/CSDNGreener/issues/290,open,"[{""id"":1252641722,""node_id"":""MDU6TGFiZWwxMjUyNjQxNzIy"",""url"":""https://api.github.com/repos/adlered/CSDNGreener/labels/help%20wanted"",""name"":""help wanted"",""color"":""008672"",""default"":true,""description"":""Extra attention is needed""}]",2025-01-23 23:27:34.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1243,Find Lucky Integer in an Array,https://github.com/wearypossum4770/dark-coding-challenges/issues/1243,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:27:14.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1238,Create Target Array in the Given Order,https://github.com/wearypossum4770/dark-coding-challenges/issues/1238,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:26:59.000000 UTC
Sirraff/Project01_438_G11,opened,2,login,https://github.com/Sirraff/Project01_438_G11/issues/2,open,"[{""id"":8036922947,""node_id"":""LA_kwDONtra988AAAAB3wm2Qw"",""url"":""https://api.github.com/repos/Sirraff/Project01_438_G11/labels/good%20first%20issue"",""name"":""good first issue"",""color"":""7057ff"",""default"":true,""description"":""Good for newcomers""}]",2025-01-23 23:25:49.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1234,Find the Distance Value Between Two Arrays,https://github.com/wearypossum4770/dark-coding-challenges/issues/1234,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:25:47.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1229,Lucky Numbers in a Matrix,https://github.com/wearypossum4770/dark-coding-challenges/issues/1229,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:25:32.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1228,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,https://github.com/wearypossum4770/dark-coding-challenges/issues/1228,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:25:29.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1227,Replace Employee ID With The Unique Identifier,https://github.com/wearypossum4770/dark-coding-challenges/issues/1227,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:25:26.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1223,Generate a String With Characters That Have Odd Counts,https://github.com/wearypossum4770/dark-coding-challenges/issues/1223,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:25:14.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1219,Increasing Decreasing String,https://github.com/wearypossum4770/dark-coding-challenges/issues/1219,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:25:02.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1209,Number of Days Between Two Dates,https://github.com/wearypossum4770/dark-coding-challenges/issues/1209,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:23:32.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1205,Sort Integers by The Number of 1 Bits,https://github.com/wearypossum4770/dark-coding-challenges/issues/1205,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:23:20.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1199,Students With Invalid Departments,https://github.com/wearypossum4770/dark-coding-challenges/issues/1199,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:23:02.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1195,Check If N and Its Double Exist,https://github.com/wearypossum4770/dark-coding-challenges/issues/1195,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:21:48.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1191,Number of Steps to Reduce a Number to Zero,https://github.com/wearypossum4770/dark-coding-challenges/issues/1191,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:21:36.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1186,The K Weakest Rows in a Matrix,https://github.com/wearypossum4770/dark-coding-challenges/issues/1186,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:21:20.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1181,Remove Palindromic Subsequences,https://github.com/wearypossum4770/dark-coding-challenges/issues/1181,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:21:05.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1180,Rank Transform of an Array,https://github.com/wearypossum4770/dark-coding-challenges/issues/1180,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:21:03.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1176,List the Products Ordered in a Period,https://github.com/wearypossum4770/dark-coding-challenges/issues/1176,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:20:51.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1172,Maximum 69 Number,https://github.com/wearypossum4770/dark-coding-challenges/issues/1172,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:19:38.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1171,Ads Performance,https://github.com/wearypossum4770/dark-coding-challenges/issues/1171,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:19:34.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1166,Convert Integer to the Sum of Two No-Zero Integers,https://github.com/wearypossum4770/dark-coding-challenges/issues/1166,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:19:19.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1162,Decompress Run-Length Encoded List,https://github.com/wearypossum4770/dark-coding-challenges/issues/1162,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:19:08.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1158,Decrypt String from Alphabet to Integer Mapping,https://github.com/wearypossum4770/dark-coding-challenges/issues/1158,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:18:55.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1152,Find the Team Size,https://github.com/wearypossum4770/dark-coding-challenges/issues/1152,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:17:37.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1148,Replace Elements with Greatest Element on Right Side,https://github.com/wearypossum4770/dark-coding-challenges/issues/1148,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:17:25.000000 UTC
